"","V1","V2"
"1",2.57349407117736,1.50595800766561
"2",-2.56459517186878,0.416952785329168
"3",1.02416511998365,0.0241857065114233
"4",4.81774791697418,3.03740775446891
"5",-1.37639146059757,1.24411632409989
"6",0.0665498471213595,1.72861602719239
"7",-2.53179072080231,0.945607086874484
"8",-2.56117104370596,-1.0816298031588
"9",-3.1429637652945,2.14524918977002
"10",-0.359388214906047,2.84092482254932
"11",-1.6863424743471,2.88422544497593
"12",4.98766516083544,2.427266448547
"13",3.00071445719499,1.63072325969863
"14",-1.3215629494944,0.265643350011236
"15",4.39459409388839,1.61863880003503
"16",-3.66019885903234,0.660401887713858
"17",1.78906764252979,0.909479337785434
"18",-2.07915152222761,1.06318321631154
"19",-2.51945036580676,0.149539156491423
"20",4.38575687422091,0.991545087841665
"21",-1.28349142396489,2.67389920439681
"22",-2.70807128286271,0.810391366038167
"23",-0.589573626191211,1.28795945630735
"24",-2.38345034791403,-0.121125908101595
"25",-1.2820584326186,0.630057526495544
"26",-1.85726423912517,0.92022892904611
"27",-0.82481499680994,1.80993083569561
"28",-1.95729461964943,1.20214308702189
"29",-2.82536422359431,-1.28409725056683
"30",-3.03617842047526,-0.342541132294884
"31",-2.62061196614739,0.482476293526365
"32",-3.39872854372339,0.00682479921729273
"33",-2.99875834989372,-0.327273817328701
"34",2.44529468622696,1.3197943212076
"35",2.00312549981885,1.66936182618765
"36",5.27663512095318,1.96069288658773
"37",-0.957404883706487,0.990421544730547
"38",-2.42140566194271,2.36696480637059
"39",4.91125562793586,2.8411285668607
"40",5.58110283791088,3.55633285588339
"41",-2.17616560772311,0.650333834462068
"42",-0.613425603065345,1.41450501559227
"43",-1.80988943840579,1.21395614316224
"44",2.80398362249748,1.2231248373389
"45",-0.780175281105384,1.75461450962299
"46",-1.97966803233085,1.79735959371453
"47",4.77639115570292,2.22072314359398
"48",-2.553398279858,0.773914518687066
"49",4.5426681261913,2.79406025048876
"50",1.41029087063779,0.411001178086669
"51",2.49332338271471,2.32642577643942
"52",3.95759360124503,2.57221551928503
"53",-1.62085485833387,1.95756576117919
"54",3.70057437213598,1.27728581988944
"55",-1.33819488573654,2.188523845473
"56",3.56432652586759,0.968519699349338
"57",-0.833428640585554,2.96147173825248
"58",2.28179130680287,0.726291900313826
"59",4.55156995424953,0.82271725374113
"60",2.76284292150808,1.09542096229789
"61",-4.04205572596061,-0.211311728878584
"62",-2.17995348548308,1.08528259027039
"63",-2.71874954552257,-0.256295075389418
"64",-2.29644899710739,0.574494723720151
"65",-2.7953348311924,-0.0584323701972023
"66",4.2927372702,1.72850640629782
